dataset,match_mode,path_suffix_parts,match_token,local_split,local_path,local_identity,local_image_id,local_source_csv,megadescriptor_train_path,megadescriptor_train_identity,megadescriptor_train_image_id,megadescriptor_source_csv
atrw,suffix,4,atrw/atrw_detection_test/test/0204_6a23090d02a9afdf.jpg,test,images/ATRW/atrw_detection_test/test/0204_6a23090d02a9afdf.jpg,ATRW_18,5088,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0204_6a23090d02a9afdf.jpg,ATRW_18,6a23090d02a9afdf,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0218_9f7662fcff13a4f7.jpg,test,images/ATRW/atrw_detection_test/test/0218_9f7662fcff13a4f7.jpg,ATRW_165,6229,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0218_9f7662fcff13a4f7.jpg,ATRW_165,9f7662fcff13a4f7,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0222_c45060b58bfeaf7c.jpg,test,images/ATRW/atrw_detection_test/test/0222_c45060b58bfeaf7c.jpg,ATRW_156,6969,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0222_c45060b58bfeaf7c.jpg,ATRW_156,c45060b58bfeaf7c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0231_f422e6ffba6b0d52.jpg,test,images/ATRW/atrw_detection_test/test/0231_f422e6ffba6b0d52.jpg,ATRW_159,8026,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0231_f422e6ffba6b0d52.jpg,ATRW_159,f422e6ffba6b0d52,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0263_cb58ef29d099e154.jpg,test,images/ATRW/atrw_detection_test/test/0263_cb58ef29d099e154.jpg,ATRW_19,7117,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0263_cb58ef29d099e154.jpg,ATRW_19,cb58ef29d099e154,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0273_efa595e45a693c41.jpg,test,images/ATRW/atrw_detection_test/test/0273_efa595e45a693c41.jpg,ATRW_21,7917,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0273_efa595e45a693c41.jpg,ATRW_21,efa595e45a693c41,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0323_8e9f4d3e7ee1975f.jpg,test,images/ATRW/atrw_detection_test/test/0323_8e9f4d3e7ee1975f.jpg,ATRW_262,5876,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0323_8e9f4d3e7ee1975f.jpg,ATRW_262,8e9f4d3e7ee1975f,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0338_a7f59429fe203dc1.jpg,test,images/ATRW/atrw_detection_test/test/0338_a7f59429fe203dc1.jpg,ATRW_111,6427,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0338_a7f59429fe203dc1.jpg,ATRW_111,a7f59429fe203dc1,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0347_dce6b47287e9173c.jpg,test,images/ATRW/atrw_detection_test/test/0347_dce6b47287e9173c.jpg,ATRW_162,7519,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0347_dce6b47287e9173c.jpg,ATRW_162,dce6b47287e9173c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0357_72108cef24c394fb.jpg,test,images/ATRW/atrw_detection_test/test/0357_72108cef24c394fb.jpg,ATRW_270,5259,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0357_72108cef24c394fb.jpg,ATRW_270,72108cef24c394fb,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0395_57e41ce198ca80a6.jpg,test,images/ATRW/atrw_detection_test/test/0395_57e41ce198ca80a6.jpg,ATRW_159,4743,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0395_57e41ce198ca80a6.jpg,ATRW_159,57e41ce198ca80a6,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0401_5fa442fc43e25341.jpg,test,images/ATRW/atrw_detection_test/test/0401_5fa442fc43e25341.jpg,ATRW_184,4884,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0401_5fa442fc43e25341.jpg,ATRW_184,5fa442fc43e25341,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0425_70e498ce67aef54c.jpg,test,images/ATRW/atrw_detection_test/test/0425_70e498ce67aef54c.jpg,ATRW_262,5225,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0425_70e498ce67aef54c.jpg,ATRW_262,70e498ce67aef54c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0435_f78523b22bf17b8c.jpg,test,images/ATRW/atrw_detection_test/test/0435_f78523b22bf17b8c.jpg,ATRW_169,8099,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0435_f78523b22bf17b8c.jpg,ATRW_169,f78523b22bf17b8c,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0473_f8c37b73e4a942dd.jpg,test,images/ATRW/atrw_detection_test/test/0473_f8c37b73e4a942dd.jpg,ATRW_205,8130,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0473_f8c37b73e4a942dd.jpg,ATRW_205,f8c37b73e4a942dd,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0479_1bb07be6b17537f9.jpg,test,images/ATRW/atrw_detection_test/test/0479_1bb07be6b17537f9.jpg,ATRW_118,3448,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0479_1bb07be6b17537f9.jpg,ATRW_118,1bb07be6b17537f9,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0511_a2ada454174fd5d4.jpg,test,images/ATRW/atrw_detection_test/test/0511_a2ada454174fd5d4.jpg,ATRW_73,6296,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0511_a2ada454174fd5d4.jpg,ATRW_73,a2ada454174fd5d4,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0515_b095ca7fb85775cb.jpg,test,images/ATRW/atrw_detection_test/test/0515_b095ca7fb85775cb.jpg,ATRW_105,6607,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0515_b095ca7fb85775cb.jpg,ATRW_105,b095ca7fb85775cb,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0522_a3bb8ddd714aac29.jpg,test,images/ATRW/atrw_detection_test/test/0522_a3bb8ddd714aac29.jpg,ATRW_262,6321,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0522_a3bb8ddd714aac29.jpg,ATRW_262,a3bb8ddd714aac29,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0533_3b03a51876dd3729.jpg,test,images/ATRW/atrw_detection_test/test/0533_3b03a51876dd3729.jpg,ATRW_135,4139,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0533_3b03a51876dd3729.jpg,ATRW_135,3b03a51876dd3729,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0566_d4fe4a6d230eccb1.jpg,test,images/ATRW/atrw_detection_test/test/0566_d4fe4a6d230eccb1.jpg,ATRW_157,7325,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0566_d4fe4a6d230eccb1.jpg,ATRW_157,d4fe4a6d230eccb1,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0573_e8577784790622ae.jpg,test,images/ATRW/atrw_detection_test/test/0573_e8577784790622ae.jpg,ATRW_163,7753,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0573_e8577784790622ae.jpg,ATRW_163,e8577784790622ae,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0574_e33d0e8d83287e46.jpg,test,images/ATRW/atrw_detection_test/test/0574_e33d0e8d83287e46.jpg,ATRW_10,7647,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0574_e33d0e8d83287e46.jpg,ATRW_10,e33d0e8d83287e46,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0578_6ecf24ea07f96698.jpg,test,images/ATRW/atrw_detection_test/test/0578_6ecf24ea07f96698.jpg,ATRW_162,5184,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0578_6ecf24ea07f96698.jpg,ATRW_162,6ecf24ea07f96698,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0592_2ee6802fc193851d.jpg,test,images/ATRW/atrw_detection_test/test/0592_2ee6802fc193851d.jpg,ATRW_214,3876,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0592_2ee6802fc193851d.jpg,ATRW_214,2ee6802fc193851d,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0613_91799d328449b911.jpg,test,images/ATRW/atrw_detection_test/test/0613_91799d328449b911.jpg,ATRW_162,5925,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0613_91799d328449b911.jpg,ATRW_162,91799d328449b911,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0619_68c67239ffcb5b67.jpg,test,images/ATRW/atrw_detection_test/test/0619_68c67239ffcb5b67.jpg,ATRW_165,5059,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0619_68c67239ffcb5b67.jpg,ATRW_165,68c67239ffcb5b67,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0632_5cefc0cf94a04136.jpg,test,images/ATRW/atrw_detection_test/test/0632_5cefc0cf94a04136.jpg,ATRW_270,4840,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0632_5cefc0cf94a04136.jpg,ATRW_270,5cefc0cf94a04136,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0635_b3bb9484bbb6bc44.jpg,test,images/ATRW/atrw_detection_test/test/0635_b3bb9484bbb6bc44.jpg,ATRW_99,6680,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0635_b3bb9484bbb6bc44.jpg,ATRW_99,b3bb9484bbb6bc44,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0663_078a176b68577b01.jpg,test,images/ATRW/atrw_detection_test/test/0663_078a176b68577b01.jpg,ATRW_166,3019,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0663_078a176b68577b01.jpg,ATRW_166,078a176b68577b01,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0672_ff55a13a1961a855.jpg,test,images/ATRW/atrw_detection_test/test/0672_ff55a13a1961a855.jpg,ATRW_270,8267,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0672_ff55a13a1961a855.jpg,ATRW_270,ff55a13a1961a855,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0686_90b728bd0d354a65.jpg,test,images/ATRW/atrw_detection_test/test/0686_90b728bd0d354a65.jpg,ATRW_205,5917,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0686_90b728bd0d354a65.jpg,ATRW_205,90b728bd0d354a65,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0694_e5a1d491e9518d1d.jpg,test,images/ATRW/atrw_detection_test/test/0694_e5a1d491e9518d1d.jpg,ATRW_18,7695,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0694_e5a1d491e9518d1d.jpg,ATRW_18,e5a1d491e9518d1d,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0696_fd2e8b1f3ef42c68.jpg,test,images/ATRW/atrw_detection_test/test/0696_fd2e8b1f3ef42c68.jpg,ATRW_16,8221,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0696_fd2e8b1f3ef42c68.jpg,ATRW_16,fd2e8b1f3ef42c68,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0714_88d02ec71cd921de.jpg,test,images/ATRW/atrw_detection_test/test/0714_88d02ec71cd921de.jpg,ATRW_270,5749,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0714_88d02ec71cd921de.jpg,ATRW_270,88d02ec71cd921de,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0718_c4f73a2c352c3ae3.jpg,test,images/ATRW/atrw_detection_test/test/0718_c4f73a2c352c3ae3.jpg,ATRW_234,6980,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0718_c4f73a2c352c3ae3.jpg,ATRW_234,c4f73a2c352c3ae3,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0759_95affc43c356282a.jpg,test,images/ATRW/atrw_detection_test/test/0759_95affc43c356282a.jpg,ATRW_159,6012,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0759_95affc43c356282a.jpg,ATRW_159,95affc43c356282a,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0759_e62e87504f298bd3.jpg,test,images/ATRW/atrw_detection_test/test/0759_e62e87504f298bd3.jpg,ATRW_157,7703,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0759_e62e87504f298bd3.jpg,ATRW_157,e62e87504f298bd3,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0784_8e182a67c9dc4062.jpg,test,images/ATRW/atrw_detection_test/test/0784_8e182a67c9dc4062.jpg,ATRW_135,5863,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0784_8e182a67c9dc4062.jpg,ATRW_135,8e182a67c9dc4062,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0801_79f247fffa9dade9.jpg,test,images/ATRW/atrw_detection_test/test/0801_79f247fffa9dade9.jpg,ATRW_270,5419,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0801_79f247fffa9dade9.jpg,ATRW_270,79f247fffa9dade9,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0819_0ed1b0420668d8ca.jpg,test,images/ATRW/atrw_detection_test/test/0819_0ed1b0420668d8ca.jpg,ATRW_262,3161,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0819_0ed1b0420668d8ca.jpg,ATRW_262,0ed1b0420668d8ca,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0820_5b0f7d059f27b04b.jpg,test,images/ATRW/atrw_detection_test/test/0820_5b0f7d059f27b04b.jpg,ATRW_214,4808,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0820_5b0f7d059f27b04b.jpg,ATRW_214,5b0f7d059f27b04b,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0851_a25c56a3c64be930.jpg,test,images/ATRW/atrw_detection_test/test/0851_a25c56a3c64be930.jpg,ATRW_63,6290,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0851_a25c56a3c64be930.jpg,ATRW_63,a25c56a3c64be930,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0851_c497ea34ff271343.jpg,test,images/ATRW/atrw_detection_test/test/0851_c497ea34ff271343.jpg,ATRW_61,6974,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0851_c497ea34ff271343.jpg,ATRW_61,c497ea34ff271343,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0851_c99cc4ec749ad9d1.jpg,test,images/ATRW/atrw_detection_test/test/0851_c99cc4ec749ad9d1.jpg,ATRW_73,7083,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0851_c99cc4ec749ad9d1.jpg,ATRW_73,c99cc4ec749ad9d1,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
atrw,suffix,4,atrw/atrw_detection_test/test/0856_70419eb50dc2b86d.jpg,test,images/ATRW/atrw_detection_test/test/0856_70419eb50dc2b86d.jpg,ATRW_147,5210,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/ATRW/processed_metadata.csv,ATRW/atrw_detection_test/test/0856_70419eb50dc2b86d.jpg,ATRW_147,70419eb50dc2b86d,/home/mm-workstation/re-id/Animal-Re-Identification---MSc-Project/data/external/megadescriptor/combined_all.csv
