image_id,identity,path,bbox,keypoints,original_split,processed_path
03f5446139179452,255,atrw_reid_train/train/001089.jpg,,"[ 44  32   2   0   0   0   0   0   0 125 141   2 121 187   2  97 126   2
  25 185   2 294 118   2 336 164   2 334 197   2 250 116   2 255 177   2
 232 204   2 311  70   2   0   0   0]",train,./data/segmented_dataset/255
03fa2f7502f5f6b9,244,atrw_reid_train/train/002708.jpg,,"[  0   0   0 538 202   2 500 317   2 410 230   2 479 319   2 327 233   2
 354 309   2 211 195   2 171 281   2 248 326   2   0   0   0   0   0   0
 238 310   2  98 115   2 299 216   2]",train,./data/segmented_dataset/244
04025959b191f8f9,249,atrw_reid_train/train/000339.jpg,,"[ 87  40   2  25  36   2   8 127   2 148 175   2  52 252   2 208 162   2
 187 283   2 390 177   2 402 256   2 329 287   2 475 153   2 560 203   2
 577 273   2 483  87   2 245 107   2]",train,./data/segmented_dataset/249
04048aeca2c0f5d8,31,atrw_reid_test/test/002223.jpg,,"[911  76   2 838  77   2 933 270   2 746 327   2 932 504   2 672 379   2
 713 537   2 333 272   2 295 469   2 409 550   2 264 326   2 153 424   2
 213 538   2 217 166   2 575 218   2]",test,./data/segmented_dataset/31
0415740eaa4d9dec,177,atrw_reid_train/train/002699.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",train,./data/segmented_dataset/177
043ab21fc5a1607b,136,atrw_reid_train/train/004463.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",train,./data/segmented_dataset/136
043c2ec6c6390dd0,162,atrw_reid_test/test/005087.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",test,./data/segmented_dataset/162
043c3d7e489c69b4,64,atrw_reid_train/train/000933.jpg,,"[231  41   2 230  59   2 266  96   2 128 115   2 119 180   2 186 119   2
 271 176   2  42  85   2  18 113   2  48 163   2   0   0   0   0   0   0
   0   0   0  26  16   2 146  56   2]",train,./data/segmented_dataset/64
044a23cadb567653,220,atrw_reid_train/train/002754.jpg,,"[238   7   2 253  19   2 278  50   2 222  98   2 273 165   2 186 115   2
 207 167   2  65  94   2  42 136   2  65 165   2   0   0   0  36 125   2
  67 151   2  30  38   2 154  44   2]",train,./data/segmented_dataset/220
045cf83ab0722e78,141,atrw_reid_test/test/002766.jpg,,"[214  75   2   0   0   0  -3 174   2 467 411   2 494 565   2 333 355   2
 209 568   2   0   0   0 817 444   2 712 530   2 821 324   2 912 457   2
 815 548   2 937 224   2 467 199   2]",test,./data/segmented_dataset/141
046ddf96c233a273,7,atrw_reid_test/test/002311.jpg,,"[1092   80    2  903   80    2 1057  289    2  717  438    2  701  643
    2    0    0    0  801  613    2  300  403    2  228  573    2  353
  636    2    0    0    0  163  552    2  265  646    2  157  244    2
  607  267    2]",test,./data/segmented_dataset/7
04c6906524cd877e,162,atrw_reid_test/test/004776.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",test,./data/segmented_dataset/162
04df4d434d481c5b,162,atrw_reid_test/test/001911.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",test,./data/segmented_dataset/162
04ecb1fa28506ccb,205,atrw_reid_test/test/000595.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",test,./data/segmented_dataset/205
04fcc65450efcccd,147,atrw_reid_test/test/005088.jpg,,"[316 190   2 124 192   2 194 304   2   0   0   0 234 644   2 398 444   2
 271 699   2   0   0   0   0   0   0 468 569   2   0   0   0 742 568   2
 680 628   2 767 481   2 480 393   2]",test,./data/segmented_dataset/147
05049e90fa4f5039,162,atrw_reid_test/test/000367.jpg,,"[ 31  19   2   0   0   0  13  61   2  65 117   2  34 174   2  98 130   2
 113 198   2   0   0   0 229 200   2 202 210   2 232 125   2 279 167   2
 290 214   2 263  81   2 138  71   2]",test,./data/segmented_dataset/162
05128e44e27c36bd,177,atrw_reid_train/train/004271.jpg,,"[159  72   2 140  68   2  92 152   2 211 176   2 176 281   2 267 153   2
 303 244   2   0   0   0 450 188   2 432 248   2 410 121   2 383 220   2
 340 258   2 456  68   2 274 110   2]",train,./data/segmented_dataset/177
051e4e127b92f5d9,123,atrw_reid_test/test/000629.jpg,,"[ 81  13   2 152   7   2   0   0   0 251 301   2 228 353   2 106 176   2
  48 228   2 435 306   2 504 408   2 533 511   2 333 320   2 359 417   2
 279 435   2 448 272   2   0   0   0]",test,./data/segmented_dataset/123
0530e22dea41e24a,156,atrw_reid_test/test/004201.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",test,./data/segmented_dataset/156
05311655a15b75fa,88,atrw_reid_train/train/001338.jpg,,"[  0   0   0   0   0   0   0   0   0 392 130   2 461 171   2   0   0   0
 350 176   2 230 122   2 184 189   2 250 217   2   0   0   0 177 160   2
   0   0   0 148  61   2   0   0   0]",train,./data/segmented_dataset/88
0533a888904bd486,238,atrw_reid_train/train/001799.jpg,,"[698  96   2 589 101   2 633 204   2 460 235   2 460 381   2 620 260   2
 743 416   2 195 140   2  85 179   2  48 258   2 282 195   2 243 256   2
 304 310   2 210  21   2 421 112   2]",train,./data/segmented_dataset/238
0584ce565c824b7b,0,atrw_reid_train/train/000384.jpg,,"[ 206  262    2  193  118    2   60  398    2  747  531    2  776  684
    2  461  495    2  268  625    2    0    0    0    0    0    0 1083
  569    2 1178  397    2 1231  482    2 1139  635    2 1306  137    2
  683  268    2]",train,./data/segmented_dataset/0
059fdcd96baeb751,138,atrw_reid_test/test/001895.jpg,,"[221 106   2  61 101   2  61 223   2 212 354   2 217 509   2 303 327   2
 255 509   2   0   0   0   0   0   0 330 477   2 479 359   2 453 470   2
 349 488   2 582 366   2 322 294   2]",test,./data/segmented_dataset/138
05a5cf06982ba789,19,atrw_reid_test/test/002021.jpg,,"[ 877  261    2 1034  294    2  967  463    2  811  573    2    0    0
    0  714  588    2    0    0    0  323  519    2  205  677    2  252
  778    2  419  571    2  384  666    2  530  745    2  257  295    2
  612  379    2]",test,./data/segmented_dataset/19
05c7ac946880ad7e,54,atrw_reid_train/train/005062.jpg,,"[127 221   2  81 202   2  75 388   2 409 386   2 370 519   2 320 378   2
 280 566   2   0   0   0 787 345   2   0   0   0 696 315   2 768 451   2
 658 557   2 823 209   2 449 298   2]",train,./data/segmented_dataset/54
05ee45de8d877c39,159,atrw_reid_test/test/004841.jpg,,"[ 89  29   2   0   0   0  62  75   2 123 111   2  87 155   2 173 119   2
   0   0   0   0   0   0 312 170   2   0   0   0 307 116   2 346 155   2
 343 181   2 341  54   2 201  64   2]",test,./data/segmented_dataset/159
05f971b5ec196b8c,258,atrw_reid_test/test/000498.jpg,,"[147  59   2 154  39   2  49 147   2 251 246   2 243 332   2 302 259   2
 239 386   2 565 280   2 570 367   2 462 403   2 685 246   2 802 341   2
 749 435   2 739 156   2 394 152   2]",test,./data/segmented_dataset/258
060afc8a563aaccd,163,atrw_reid_test/test/004890.jpg,,"[385  88   2 360  88   2 405 155   2 297 184   2 335 256   2   0   0   0
   0   0   0 113 156   2  58 184   2  58 221   2 136 180   2 118 231   2
   0   0   0  80 107   2 242 131   2]",test,./data/segmented_dataset/163
0613239e122094ab,9,atrw_reid_test/test/003249.jpg,,"[161 154   2  40 156   2  96 326   2 143 345   2 132 514   2 286 324   2
 301 462   2   0   0   0 513 347   2 496 441   2 422 245   2 480 351   2
 426 429   2 511 149   2 303 238   2]",test,./data/segmented_dataset/9
06138bc5af602364,153,atrw_reid_train/train/000269.jpg,,"[101  40   2   0   0   0  49 101   2 207 171   2 217 234   2 143 140   2
  53 216   2 396 167   2 436 183   2 453 242   2 349 165   2 372 228   2
 326 253   2 426 103   2 238 102   2]",train,./data/segmented_dataset/153
061412e4a03c02f9,274,atrw_reid_train/train/000896.jpg,,"[  0   0   0 428  99   2 457 180   2 274 153   2 213 252   2 301 180   2
 338 257   2 110 123   2  76 220   2 143 255   2   0   0   0  68 208   2
  91 262   2  53  45   2 255 112   2]",train,./data/segmented_dataset/274
062ddb6c727310e7,37,atrw_reid_test/test/001077.jpg,,"[370  90   2 300 104   2 372 218   2 263 233   2   0   0   0   0   0   0
 248 311   2 100 185   2  81 266   2 143 318   2  60 191   2  15 213   2
  18 288   2  54  30   2 213 124   2]",test,./data/segmented_dataset/37
063e26c670d07bb7,6,atrw_reid_train/train/002389.jpg,,"[ 33  50   2  79  38   2  20 137   2 154 209   2  85 276   2 211 215   2
 193 344   2 465 231   2 495 301   2 400 341   2 551 210   2 637 289   2
 633 379   2 575 118   2 298 128   2]",train,./data/segmented_dataset/6
06409663226af2f3,87,atrw_reid_test/test/000158.jpg,,"[ 201  100    2  155   16    2   63  270    2    0    0    0    0    0
    0  326  394    2   25  351    2    0    0    0    0    0    0    0
    0    0  723  437    2  748  548    2  536  508    2 1038  424    2
  550  347    2]",test,./data/segmented_dataset/87
0663a4ddceacb40b,63,atrw_reid_test/test/001428.jpg,,"[ 75  41   2  58  27   2   9  76   2   0   0   0 125 217   2 151 151   2
 148 225   2   0   0   0 234 116   2 217 145   2 249  77   2 269  98   2
 263 142   2 254   1   2 132  38   2]",test,./data/segmented_dataset/63
067a26d87265ea39,244,atrw_reid_train/train/004630.jpg,,"[436  21   2 369  23   2 413  96   2 308 182   2 327 279   2 355 185   2
 390 272   2 107 178   2  73 226   2 109 279   2 143 202   2 132 237   2
 177 273   2  52  91   2 232  93   2]",train,./data/segmented_dataset/244
06964dce9addb1c5,22,atrw_reid_train/train/001997.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",train,./data/segmented_dataset/22
069654d5ce089c13,270,atrw_reid_test/test/001830.jpg,,"[ 49  15   2   0   0   0  18  52   2 123  88   2 126 126   2  76  81   2
  38 133   2   0   0   0   0   0   0   0   0   0 209  72   2 220  99   2
 207 123   2 234  22   2 126  37   2]",test,./data/segmented_dataset/270
06997f04a7db9246,108,atrw_reid_train/train/000762.jpg,,"[ 46  49   2   0   0   0  14 114   2 114 133   2  90 195   2 153 129   2
 195 201   2 318 130   2 356 181   2 341 222   2 285 119   2 298 189   2
 235 207   2 351  76   2 183  95   2]",train,./data/segmented_dataset/108
069d3bb002acd8d7,189,atrw_reid_test/test/000580.jpg,,"[ 53  17   2   0   0   0  13  38   2 104 144   2  88 188   2  77 127   2
  69 189   2   0   0   0   0   0   0 203 191   2   0   0   0   0   0   0
 222 205   2   0   0   0   0   0   0]",test,./data/segmented_dataset/189
06a15eb1c3836723,156,atrw_reid_test/test/001844.jpg,,"[ 83  30   2   0   0   0  41 121   2 274 239   2   0   0   0 163 220   2
   0   0   0 468 226   2   0   0   0   0   0   0 556 205   2 485 283   2
   0   0   0 587  82   2 314 101   2]",test,./data/segmented_dataset/156
06a81a4fb98d149f,64,atrw_reid_train/train/001593.jpg,,"[194  58   2 166  43   2 143  96   2 160 120   2 186 172   2 197 122   2
 215 170   2  79  93   2  68 147   2 111 171   2   0   0   0  66 122   2
 110 152   2  32  46   2  88  71   2]",train,./data/segmented_dataset/64
06b1338ba02add2b,246,atrw_reid_train/train/002049.jpg,,"[205  38   2  40  32   2 105 161   2   0   0   0  86 672   2 260 471   2
 130 699   2   0   0   0   0   0   0 467 659   2   0   0   0   0   0   0
   0   0   0   0   0   0   0   0   0]",train,./data/segmented_dataset/246
06c284d3f757b15c,246,atrw_reid_train/train/002638.jpg,,"[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]",train,./data/segmented_dataset/246
06ee4c5c93a9957c,19,atrw_reid_test/test/003545.jpg,,"[   0    0    0 1043  239    2 1056  401    2  806  495    2    0    0
    0  706  528    2    0    0    0  357  508    2  308  647    2  397
  720    2  239  501    2  151  617    2    0    0    0  276  255    2
  666  328    2]",test,./data/segmented_dataset/19
